Date,HomeAway,Opponent,Points,OppPoints,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF,Team
2021-02-14,@,DEN,105,122,40,87,0.46,6,28,0.214,19,29,0.655,8,46,27,4,4,10,26,39,85,0.459,19,47,0.404,25,34,0.735,9,47,28,6,4,9,24,LAL
2021-02-16,@,MIN,112,104,42,77,0.545,11,26,0.423,17,21,0.81,6,38,20,8,8,18,14,39,93,0.419,16,34,0.471,10,13,0.769,11,38,26,11,4,15,27,LAL
2021-02-18,,BRK,98,109,40,83,0.482,8,30,0.267,10,14,0.714,10,39,21,7,4,16,16,38,77,0.494,18,39,0.462,15,24,0.625,8,39,23,9,3,13,18,LAL
2021-02-20,,MIA,94,96,33,84,0.393,13,45,0.289,15,17,0.882,6,43,25,5,6,14,17,36,85,0.424,8,28,0.286,16,23,0.696,10,49,24,8,3,14,20,LAL
2021-02-22,,WAS,124,127,49,104,0.471,15,44,0.341,11,17,0.647,12,45,29,9,11,20,29,47,96,0.49,9,25,0.36,24,33,0.727,5,49,25,9,4,16,25,LAL
2021-02-24,@,UTA,89,114,34,85,0.4,8,33,0.242,13,20,0.65,12,45,17,5,4,14,15,41,87,0.471,22,48,0.458,10,15,0.667,14,53,28,7,1,12,16,LAL
2021-02-26,,POR,102,93,37,88,0.42,7,27,0.259,21,28,0.75,15,52,25,9,7,9,23,32,83,0.386,11,37,0.297,18,20,0.9,10,45,19,5,5,15,21,LAL
2021-02-28,,GSW,117,91,40,85,0.471,11,31,0.355,26,38,0.684,14,60,22,14,6,19,21,35,86,0.407,8,34,0.235,13,19,0.684,3,35,26,10,4,20,25,LAL
2021-03-02,,PHO,104,114,40,79,0.506,11,31,0.355,13,17,0.765,5,34,18,6,8,12,23,38,77,0.494,16,29,0.552,22,25,0.88,5,35,30,5,7,13,16,LAL
2021-03-03,@,SAC,120,123,49,93,0.527,12,27,0.444,10,14,0.714,15,41,27,7,3,11,19,48,80,0.6,12,25,0.48,15,19,0.789,6,30,32,5,1,13,19,LAL
2021-03-12,,IND,105,100,34,76,0.447,7,22,0.318,30,39,0.769,6,44,20,10,5,15,20,37,88,0.42,8,36,0.222,18,21,0.857,10,44,22,7,4,16,27,LAL
2021-03-15,@,GSW,128,97,49,78,0.628,11,27,0.407,19,25,0.76,7,46,36,9,3,19,25,34,79,0.43,13,37,0.351,16,24,0.667,9,30,24,9,2,22,23,LAL
2021-03-16,,MIN,137,121,50,87,0.575,13,26,0.5,24,28,0.857,10,43,37,3,3,13,16,47,90,0.522,11,35,0.314,16,22,0.727,8,34,28,9,6,12,21,LAL
2021-03-18,,CHO,116,105,44,92,0.478,13,39,0.333,15,20,0.75,11,48,23,7,6,11,19,41,83,0.494,11,29,0.379,12,20,0.6,8,44,26,7,8,19,19,LAL
2021-03-20,,ATL,94,99,34,81,0.42,8,26,0.308,18,24,0.75,13,52,18,6,3,16,16,39,98,0.398,13,37,0.351,8,9,0.889,16,49,26,13,7,8,21,LAL
2021-03-21,@,PHO,94,111,35,85,0.412,5,25,0.2,19,28,0.679,7,41,20,3,2,11,18,42,87,0.483,9,32,0.281,18,23,0.783,9,51,30,7,6,10,24,LAL
2021-03-23,@,NOP,111,128,36,85,0.424,18,37,0.486,21,30,0.7,6,34,25,10,4,13,17,47,90,0.522,10,29,0.345,24,26,0.923,11,53,28,9,3,13,24,LAL
2021-03-25,,PHI,101,109,34,78,0.436,9,26,0.346,24,33,0.727,7,42,22,10,0,20,19,39,80,0.488,17,45,0.378,14,21,0.667,7,39,24,13,9,20,26,LAL
2021-03-26,,CLE,100,86,38,78,0.487,6,26,0.231,18,25,0.72,9,45,23,15,3,23,23,31,80,0.388,5,26,0.192,19,28,0.679,10,37,24,11,4,21,19,LAL
2021-03-28,,ORL,96,93,34,82,0.415,11,40,0.275,17,23,0.739,8,52,25,9,5,12,17,34,88,0.386,11,33,0.333,14,17,0.824,10,51,19,5,4,10,18,LAL
2021-03-31,,MIL,97,112,35,87,0.402,10,36,0.278,17,22,0.773,11,40,22,9,5,22,22,42,79,0.532,14,26,0.538,14,18,0.778,7,42,23,13,8,21,17,LAL
2020-12-22,@,BRK,99,125,37,99,0.374,10,33,0.303,15,23,0.652,13,47,26,6,6,18,24,42,92,0.457,15,35,0.429,26,32,0.813,13,57,24,11,7,20,22,GSW
2020-12-25,@,MIL,99,138,34,99,0.343,10,45,0.222,21,25,0.84,10,43,14,5,6,11,22,50,90,0.556,20,36,0.556,18,26,0.692,11,60,25,6,4,17,17,GSW
2020-12-27,@,CHI,129,128,42,104,0.404,18,47,0.383,27,30,0.9,10,41,25,17,4,12,23,44,86,0.512,17,41,0.415,23,31,0.742,7,54,27,4,6,24,21,GSW
2020-12-29,@,DET,116,106,38,76,0.5,14,33,0.424,26,36,0.722,4,40,21,8,8,19,28,35,92,0.38,13,35,0.371,23,29,0.793,16,45,21,8,6,15,26,GSW
2021-01-01,,POR,98,123,31,79,0.392,7,35,0.2,29,33,0.879,3,44,19,4,9,15,28,40,92,0.435,20,43,0.465,23,30,0.767,8,51,23,11,3,10,27,GSW
2021-01-03,,POR,137,122,49,88,0.557,13,34,0.382,26,34,0.765,11,53,23,4,7,15,24,41,98,0.418,14,43,0.326,26,33,0.788,12,40,16,7,2,12,27,GSW
2021-01-04,,SAC,137,106,51,97,0.526,23,43,0.535,12,14,0.857,3,48,41,4,6,11,28,34,90,0.378,10,35,0.286,28,39,0.718,11,52,20,5,6,14,20,GSW
2021-01-06,,LAC,101,108,39,86,0.453,8,30,0.267,15,19,0.789,8,35,25,10,2,13,21,36,81,0.444,11,34,0.324,25,25,1,12,48,19,6,3,19,26,GSW
2021-01-08,,LAC,115,105,40,82,0.488,20,41,0.488,15,18,0.833,9,38,25,13,3,15,19,40,83,0.482,14,31,0.452,11,13,0.846,10,37,23,6,5,18,16,GSW
2021-01-10,,TOR,106,105,38,93,0.409,13,46,0.283,17,19,0.895,12,51,30,2,10,15,18,39,96,0.406,13,38,0.342,14,22,0.636,13,48,20,8,10,10,22,GSW
2021-01-12,,IND,95,104,34,89,0.382,13,38,0.342,14,22,0.636,10,46,25,8,8,15,21,39,88,0.443,9,28,0.321,17,25,0.68,10,50,26,9,9,14,17,GSW
2021-01-14,@,DEN,104,114,38,81,0.469,11,29,0.379,17,24,0.708,5,43,29,9,4,19,25,41,90,0.456,11,37,0.297,21,27,0.778,10,50,29,11,5,13,23,GSW
2021-01-18,@,LAL,115,113,44,87,0.506,12,37,0.324,15,20,0.75,5,32,31,8,3,13,27,40,83,0.482,9,29,0.31,24,33,0.727,12,50,23,6,5,16,22,GSW
2021-01-20,,SAS,121,99,46,91,0.505,15,38,0.395,14,20,0.7,10,54,31,6,2,14,22,35,94,0.372,4,33,0.121,25,31,0.806,12,43,17,7,2,10,15,GSW
2021-01-21,,NYK,104,119,33,86,0.384,9,38,0.237,29,39,0.744,9,46,27,5,3,10,26,38,82,0.463,11,24,0.458,32,41,0.78,11,55,24,5,9,11,29,GSW
2021-01-23,@,UTA,108,127,42,93,0.452,14,39,0.359,10,15,0.667,4,35,30,6,8,11,21,45,94,0.479,20,50,0.4,17,22,0.773,14,57,28,6,4,16,20,GSW
2021-01-25,,MIN,130,108,44,89,0.494,14,30,0.467,28,37,0.757,15,46,21,13,10,15,19,39,94,0.415,8,24,0.333,22,25,0.88,16,47,26,8,5,18,28,GSW
2021-01-27,,MIN,123,111,45,85,0.529,15,34,0.441,18,23,0.783,11,46,32,11,5,21,28,37,87,0.425,14,36,0.389,23,33,0.697,11,39,23,12,7,17,22,GSW
2021-01-28,@,PHO,93,114,38,99,0.384,11,38,0.289,6,8,0.75,12,48,21,8,1,13,19,41,88,0.466,11,32,0.344,21,23,0.913,9,57,34,7,1,14,14,GSW
2021-01-30,,DET,118,91,47,89,0.528,17,36,0.472,7,10,0.7,8,47,34,6,5,14,23,29,77,0.377,9,36,0.25,24,32,0.75,7,38,17,7,4,14,14,GSW
2021-02-02,,BOS,107,111,38,83,0.458,15,37,0.405,16,23,0.696,6,36,30,9,4,11,23,39,84,0.464,13,34,0.382,20,27,0.741,12,51,16,3,4,15,20,GSW
2021-02-04,@,DAL,147,116,51,89,0.573,22,43,0.512,23,27,0.852,4,45,37,6,6,8,19,38,92,0.413,20,50,0.4,20,23,0.87,10,42,26,2,3,10,24,GSW
2021-02-06,@,DAL,132,134,46,86,0.535,20,45,0.444,20,23,0.87,6,40,27,11,4,16,24,44,96,0.458,21,47,0.447,25,30,0.833,15,47,27,5,0,14,19,GSW
2021-02-08,@,SAS,100,105,38,86,0.442,13,37,0.351,11,15,0.733,6,49,29,4,6,20,19,39,96,0.406,11,31,0.355,16,19,0.842,10,46,24,12,6,10,16,GSW
2021-02-09,@,SAS,114,91,42,91,0.462,17,40,0.425,13,19,0.684,10,50,26,8,4,10,19,32,86,0.372,8,24,0.333,19,21,0.905,8,45,20,2,5,14,16,GSW
2021-02-11,,ORL,111,105,41,88,0.466,20,50,0.4,9,12,0.75,9,46,29,6,6,17,20,38,97,0.392,15,33,0.455,14,18,0.778,13,49,19,7,6,15,17,GSW
2021-02-13,,BRK,117,134,44,90,0.489,9,34,0.265,20,25,0.8,5,37,25,6,6,13,15,50,93,0.538,16,39,0.41,18,20,0.9,8,45,35,9,5,13,15,GSW
2021-02-15,,CLE,129,98,46,88,0.523,17,37,0.459,20,21,0.952,5,39,34,9,10,14,23,37,95,0.389,8,30,0.267,16,20,0.8,15,49,19,10,3,17,24,GSW
2021-02-17,,MIA,120,112,43,95,0.453,18,52,0.346,16,21,0.762,9,46,32,10,1,16,19,44,97,0.454,13,36,0.361,11,12,0.917,7,49,28,8,5,15,22,GSW
2021-02-19,@,ORL,120,124,46,97,0.474,19,42,0.452,9,15,0.6,9,45,37,8,0,13,19,46,94,0.489,18,43,0.419,14,17,0.824,8,51,30,7,8,13,19,GSW
2021-02-20,@,CHO,100,102,37,85,0.435,13,39,0.333,13,17,0.765,9,39,23,10,3,14,12,37,75,0.493,20,40,0.5,8,9,0.889,4,44,23,7,2,24,22,GSW
2021-02-23,@,NYK,114,106,40,89,0.449,13,38,0.342,21,24,0.875,7,41,30,9,8,10,18,38,97,0.392,11,29,0.379,19,22,0.864,18,56,22,4,5,13,23,GSW
2021-02-24,@,IND,111,107,39,83,0.47,5,26,0.192,28,31,0.903,8,41,27,10,4,18,25,37,81,0.457,7,29,0.241,26,32,0.813,7,39,20,11,6,19,22,GSW
2021-02-26,,CHO,130,121,48,79,0.608,11,24,0.458,23,25,0.92,4,37,38,10,3,23,19,41,89,0.461,17,41,0.415,22,32,0.688,13,38,27,11,1,20,23,GSW
2021-02-28,@,LAL,91,117,35,86,0.407,8,34,0.235,13,19,0.684,3,35,26,10,4,20,25,40,85,0.471,11,31,0.355,26,38,0.684,14,60,22,14,6,19,21,GSW
2021-03-03,@,POR,106,108,41,97,0.423,15,42,0.357,9,14,0.643,17,54,27,8,1,11,24,36,86,0.419,14,49,0.286,22,26,0.846,8,47,15,5,4,10,16,GSW
2021-03-04,@,PHO,98,120,38,88,0.432,12,35,0.343,10,16,0.625,9,40,22,9,4,17,11,49,96,0.51,12,30,0.4,10,13,0.769,12,52,31,8,4,16,16,GSW
2021-03-11,@,LAC,104,130,38,88,0.432,9,36,0.25,19,27,0.704,5,44,20,6,6,16,23,44,96,0.458,18,41,0.439,24,29,0.828,11,56,23,10,6,11,22,GSW
2021-03-14,,UTA,131,119,50,89,0.562,16,31,0.516,15,18,0.833,5,40,33,12,2,13,26,41,93,0.441,15,44,0.341,22,29,0.759,18,51,24,6,6,14,16,GSW
2021-03-15,,LAL,97,128,34,79,0.43,13,37,0.351,16,24,0.667,9,30,24,9,2,22,23,49,78,0.628,11,27,0.407,19,25,0.76,7,46,36,9,3,19,25,GSW
2021-03-17,@,HOU,108,94,41,90,0.456,16,45,0.356,10,12,0.833,6,48,32,7,4,12,26,33,80,0.413,7,27,0.259,21,40,0.525,8,48,19,7,3,16,15,GSW
2021-03-19,@,MEM,116,103,44,91,0.484,15,41,0.366,13,18,0.722,8,43,31,13,6,13,16,39,84,0.464,8,26,0.308,17,21,0.81,9,46,24,10,6,20,17,GSW
2021-03-20,@,MEM,103,111,31,90,0.344,13,41,0.317,28,34,0.824,7,46,23,8,7,11,25,37,95,0.389,10,32,0.313,27,31,0.871,13,60,25,8,5,12,22,GSW
2021-03-23,,PHI,98,108,36,83,0.434,8,25,0.32,18,26,0.692,6,38,22,5,7,11,23,39,86,0.453,7,24,0.292,23,35,0.657,13,51,15,5,4,13,24,GSW
2021-03-25,@,SAC,119,141,45,88,0.511,17,32,0.531,12,12,1,7,38,24,4,0,12,19,53,89,0.596,19,38,0.5,16,19,0.842,5,38,28,6,4,6,13,GSW
2021-03-26,,ATL,108,124,39,79,0.494,12,28,0.429,18,26,0.692,5,33,29,7,4,12,22,46,84,0.548,13,33,0.394,19,24,0.792,8,45,31,6,5,10,23,GSW
2021-03-29,,CHI,116,102,46,92,0.5,16,38,0.421,8,9,0.889,10,39,28,9,8,14,14,44,84,0.524,6,24,0.25,8,11,0.727,8,39,33,8,5,19,18,GSW
2020-12-23,@,DEN,124,122,45,102,0.441,10,31,0.323,24,31,0.774,18,54,27,5,7,14,29,47,98,0.48,8,29,0.276,20,24,0.833,10,46,28,6,11,15,25,SAC
2020-12-26,,PHO,106,103,39,86,0.453,5,23,0.217,23,33,0.697,15,56,20,4,9,18,22,41,98,0.418,11,44,0.25,10,13,0.769,10,40,25,8,5,11,23,SAC
2020-12-27,,PHO,100,116,36,76,0.474,10,23,0.435,18,25,0.72,3,39,21,5,4,15,23,46,94,0.489,14,35,0.4,10,11,0.909,8,44,34,6,3,9,20,SAC
2020-12-29,,DEN,125,115,46,94,0.489,16,33,0.485,17,22,0.773,12,37,33,9,2,10,18,44,81,0.543,11,28,0.393,16,20,0.8,7,39,27,7,5,19,18,SAC
2020-12-31,@,HOU,119,122,45,96,0.469,11,33,0.333,18,24,0.75,14,45,23,11,5,15,21,45,86,0.523,13,36,0.361,19,25,0.76,10,45,26,10,6,18,14,SAC
2021-01-02,@,HOU,94,102,35,90,0.389,9,28,0.321,15,21,0.714,14,47,11,5,4,14,21,36,81,0.444,13,41,0.317,17,23,0.739,6,48,15,10,10,13,22,SAC
2021-01-04,@,GSW,106,137,34,90,0.378,10,35,0.286,28,39,0.718,11,52,20,5,6,14,20,51,97,0.526,23,43,0.535,12,14,0.857,3,48,41,4,6,11,28,SAC
2021-01-06,,CHI,128,124,47,91,0.516,14,37,0.378,20,27,0.741,12,39,30,8,3,7,16,49,93,0.527,14,40,0.35,12,15,0.8,10,43,27,3,2,14,21,SAC
2021-01-08,,TOR,123,144,46,81,0.568,15,34,0.441,16,28,0.571,3,26,36,9,8,11,18,53,91,0.582,20,39,0.513,18,22,0.818,12,44,30,8,5,12,20,SAC
2021-01-09,,POR,99,125,33,81,0.407,8,30,0.267,25,35,0.714,6,47,21,4,5,15,20,44,100,0.44,17,41,0.415,20,23,0.87,9,50,26,10,5,8,27,SAC
2021-01-11,,IND,127,122,47,84,0.56,15,32,0.469,18,23,0.783,7,44,29,6,9,18,17,47,97,0.485,13,39,0.333,15,18,0.833,10,37,26,14,3,12,21,SAC
2021-01-13,,POR,126,132,44,84,0.524,19,38,0.5,19,26,0.731,8,42,35,4,2,13,18,44,90,0.489,23,48,0.479,21,27,0.778,12,38,28,9,8,8,24,SAC
2021-01-15,,LAC,100,138,40,85,0.471,8,26,0.308,12,17,0.706,9,32,23,4,2,14,16,52,89,0.584,18,35,0.514,16,20,0.8,12,47,29,10,3,9,19,SAC
2021-01-17,,NOP,123,128,47,91,0.516,13,39,0.333,16,18,0.889,8,33,23,7,7,10,24,45,85,0.529,11,22,0.5,27,34,0.794,14,48,24,5,1,13,15,SAC
2021-01-20,@,LAC,96,115,39,86,0.453,13,28,0.464,5,12,0.417,4,39,25,11,4,18,15,41,86,0.477,16,35,0.457,17,18,0.944,6,48,24,14,6,16,15,SAC
2021-01-22,,NYK,103,94,38,91,0.418,12,34,0.353,15,21,0.714,12,55,21,6,14,6,25,36,94,0.383,5,22,0.227,17,25,0.68,16,57,19,2,6,11,21,SAC
2021-01-27,@,ORL,121,107,45,92,0.489,14,33,0.424,17,26,0.654,17,50,30,8,3,15,18,40,96,0.417,10,26,0.385,17,18,0.944,17,47,25,8,8,14,23,SAC
2021-01-29,@,TOR,126,124,43,78,0.551,16,36,0.444,24,31,0.774,11,38,31,7,5,22,25,42,86,0.488,13,32,0.406,27,33,0.818,12,35,20,14,2,15,27,SAC
2021-01-30,@,MIA,104,105,41,85,0.482,17,45,0.378,5,11,0.455,12,41,22,12,3,17,21,36,77,0.468,11,32,0.344,22,26,0.846,9,39,25,5,4,15,14,SAC
2021-02-01,@,NOP,118,109,42,88,0.477,14,43,0.326,20,26,0.769,13,52,31,3,8,20,18,40,101,0.396,9,30,0.3,20,24,0.833,17,46,22,11,5,10,22,SAC
2021-02-03,,BOS,116,111,42,92,0.457,13,37,0.351,19,23,0.826,12,44,23,7,2,10,19,39,86,0.453,11,33,0.333,22,29,0.759,11,45,28,9,3,13,21,SAC
2021-02-06,,DEN,119,114,44,91,0.484,14,35,0.4,17,24,0.708,10,45,30,5,7,7,11,45,97,0.464,13,35,0.371,11,14,0.786,13,47,30,3,9,9,18,SAC
2021-02-07,@,LAC,113,110,46,94,0.489,10,29,0.345,11,15,0.733,11,52,25,5,4,12,18,41,99,0.414,8,28,0.286,20,23,0.87,16,53,19,8,5,9,16,SAC
2021-02-09,,PHI,111,119,43,99,0.434,14,42,0.333,11,19,0.579,8,39,24,6,8,11,28,41,85,0.482,9,20,0.45,28,35,0.8,12,59,24,4,5,17,22,SAC
2021-02-12,,ORL,112,123,43,83,0.518,12,33,0.364,14,19,0.737,8,42,33,8,1,18,18,46,91,0.505,15,34,0.441,16,20,0.8,10,42,25,8,2,10,15,SAC
2021-02-14,,MEM,110,124,41,82,0.5,8,33,0.242,20,26,0.769,5,33,22,8,5,16,19,50,94,0.532,9,21,0.429,15,19,0.789,9,43,31,10,2,10,20,SAC
2021-02-15,,BRK,125,136,51,96,0.531,12,33,0.364,11,13,0.846,15,41,24,6,6,13,13,51,89,0.573,27,47,0.574,7,12,0.583,9,35,31,7,4,15,16,SAC
2021-02-18,,MIA,110,118,43,93,0.462,15,41,0.366,9,16,0.563,13,44,29,7,3,15,18,49,95,0.516,12,34,0.353,8,10,0.8,8,45,36,8,2,14,15,SAC
2021-02-20,@,CHI,114,122,44,98,0.449,8,29,0.276,18,22,0.818,12,41,22,8,3,7,18,49,82,0.598,11,23,0.478,13,15,0.867,2,38,24,5,8,14,23,SAC
2021-02-21,@,MIL,115,128,44,100,0.44,12,33,0.364,15,20,0.75,14,43,29,6,3,12,26,44,90,0.489,11,28,0.393,29,36,0.806,14,56,22,8,5,17,19,SAC
2021-02-23,@,BRK,118,127,45,87,0.517,15,31,0.484,13,19,0.684,5,38,25,6,7,15,17,44,89,0.494,17,40,0.425,22,31,0.71,10,41,30,8,5,8,16,SAC
2021-02-25,@,NYK,121,140,42,85,0.494,12,35,0.343,25,33,0.758,8,34,25,12,0,16,22,51,87,0.586,19,36,0.528,19,21,0.905,9,43,24,8,2,16,23,SAC
2021-02-26,@,DET,110,107,37,89,0.416,7,32,0.219,29,41,0.707,14,49,24,5,6,10,25,37,82,0.451,12,33,0.364,21,32,0.656,10,45,20,6,6,11,25,SAC
2021-02-28,,CHO,126,127,50,92,0.543,16,36,0.444,10,17,0.588,9,33,32,6,2,10,19,45,83,0.542,11,30,0.367,26,27,0.963,7,37,30,3,6,16,20,SAC
2021-03-03,,LAL,123,120,48,80,0.6,12,25,0.48,15,19,0.789,6,30,32,5,1,13,19,49,93,0.527,12,27,0.444,10,14,0.714,15,41,27,7,3,11,19,SAC
2021-03-04,@,POR,119,123,49,103,0.476,11,29,0.379,10,16,0.625,18,51,25,3,3,7,19,42,88,0.477,15,38,0.395,24,25,0.96,9,41,20,6,7,8,14,SAC
2021-03-11,,HOU,125,105,45,92,0.489,11,33,0.333,24,28,0.857,8,53,25,11,5,12,19,41,99,0.414,11,45,0.244,12,17,0.706,10,44,24,7,6,13,22,SAC
2021-03-13,@,ATL,106,121,43,98,0.439,7,36,0.194,13,16,0.813,22,47,27,5,1,12,26,43,84,0.512,12,33,0.364,23,33,0.697,13,45,21,6,2,8,17,SAC
2021-03-15,@,CHO,116,122,48,86,0.558,9,31,0.29,11,17,0.647,4,44,28,7,6,10,19,45,94,0.479,12,30,0.4,20,25,0.8,10,46,30,7,3,8,15,SAC
2021-03-17,@,WAS,121,119,41,93,0.441,10,33,0.303,29,35,0.829,6,38,25,10,4,8,26,46,94,0.489,4,25,0.16,23,28,0.821,10,52,25,5,2,15,25,SAC
2021-03-19,@,BOS,107,96,37,81,0.457,12,30,0.4,21,26,0.808,11,45,22,6,9,14,16,39,91,0.429,12,31,0.387,6,7,0.857,12,45,22,8,4,14,20,SAC
2021-03-20,@,PHI,105,129,39,85,0.459,10,28,0.357,17,27,0.63,4,33,28,4,2,8,21,48,86,0.558,11,23,0.478,22,29,0.759,9,52,24,7,3,10,22,SAC
2021-03-22,@,CLE,119,105,49,90,0.544,13,30,0.433,8,12,0.667,10,49,26,6,7,16,17,41,96,0.427,4,17,0.235,19,23,0.826,10,39,22,13,4,8,11,SAC
2021-03-24,,ATL,110,108,40,84,0.476,10,30,0.333,20,22,0.909,12,42,21,5,6,16,16,41,85,0.482,7,25,0.28,19,23,0.826,11,42,17,5,3,13,20,SAC
2021-03-25,,GSW,141,119,53,89,0.596,19,38,0.5,16,19,0.842,5,38,28,6,4,6,13,45,88,0.511,17,32,0.531,12,12,1,7,38,24,4,0,12,19,SAC
2021-03-27,,CLE,100,98,41,80,0.513,7,30,0.233,11,14,0.786,7,44,16,4,9,18,20,37,84,0.44,9,26,0.346,15,23,0.652,7,36,20,11,2,7,13,SAC
2021-03-29,@,SAS,132,115,47,84,0.56,18,36,0.5,20,25,0.8,4,37,29,9,6,6,15,47,93,0.505,10,27,0.37,11,14,0.786,12,41,24,5,4,11,18,SAC
2021-03-31,@,SAS,106,120,39,92,0.424,11,35,0.314,17,19,0.895,11,43,22,7,5,12,20,43,92,0.467,10,26,0.385,24,34,0.706,14,54,24,9,2,10,17,SAC
2020-12-23,@,PHO,102,106,36,85,0.424,9,37,0.243,21,26,0.808,6,39,17,6,0,11,23,38,79,0.481,11,30,0.367,19,27,0.704,6,48,21,7,7,18,26,DAL
2020-12-25,@,LAL,115,138,41,83,0.494,13,32,0.406,20,26,0.769,3,27,20,13,3,9,22,51,91,0.56,19,39,0.487,17,24,0.708,17,53,33,9,4,16,23,DAL
2020-12-27,@,LAC,124,73,43,87,0.494,14,41,0.341,24,27,0.889,11,54,25,10,2,6,14,26,76,0.342,4,33,0.121,17,20,0.85,5,36,13,2,2,12,19,DAL
2020-12-30,,CHO,99,118,34,87,0.391,12,42,0.286,19,33,0.576,13,39,24,10,6,14,16,43,84,0.512,15,34,0.441,17,21,0.81,12,50,30,6,6,23,28,DAL
2021-01-01,,MIA,93,83,32,78,0.41,12,37,0.324,17,23,0.739,4,49,18,9,3,16,25,29,78,0.372,7,33,0.212,18,25,0.72,5,41,20,10,2,14,24,DAL
2021-01-03,@,CHI,108,118,39,89,0.438,11,42,0.262,19,27,0.704,11,41,23,6,4,15,27,39,85,0.459,13,37,0.351,27,30,0.9,11,48,16,11,2,16,24,DAL
2021-01-04,@,HOU,113,100,39,82,0.476,16,39,0.41,19,20,0.95,10,51,24,4,3,15,31,30,77,0.39,11,40,0.275,29,36,0.806,7,35,17,5,4,12,19,DAL
2021-01-07,@,DEN,124,117,42,87,0.483,16,40,0.4,24,31,0.774,7,44,27,12,7,13,21,43,97,0.443,15,44,0.341,16,21,0.762,9,47,25,8,1,13,27,DAL
2021-01-09,,ORL,112,98,39,79,0.494,20,40,0.5,14,18,0.778,6,44,25,5,8,17,17,38,89,0.427,6,31,0.194,16,22,0.727,10,43,17,11,2,9,16,DAL
2021-01-13,@,CHO,104,93,40,96,0.417,15,46,0.326,9,16,0.563,13,54,22,8,12,10,15,38,100,0.38,10,38,0.263,7,14,0.5,15,53,26,8,7,11,17,DAL
2021-01-15,@,MIL,109,112,45,97,0.464,13,36,0.361,6,13,0.462,11,51,22,5,6,9,23,43,96,0.448,14,37,0.378,12,25,0.48,16,57,22,5,3,10,14,DAL
2021-01-17,,CHI,101,117,41,93,0.441,8,31,0.258,11,19,0.579,12,47,18,6,2,16,23,43,85,0.506,7,25,0.28,24,33,0.727,5,47,32,14,6,13,23,DAL
2021-01-18,@,TOR,93,116,31,82,0.378,9,36,0.25,22,27,0.815,8,38,21,6,4,16,16,44,88,0.5,12,33,0.364,16,18,0.889,9,46,23,9,6,14,23,DAL
2021-01-20,@,IND,124,112,51,97,0.526,8,27,0.296,14,17,0.824,9,49,32,5,6,8,17,41,92,0.446,16,39,0.41,14,21,0.667,8,38,21,6,3,10,20,DAL
2021-01-22,@,SAS,122,117,45,93,0.484,14,39,0.359,18,20,0.9,7,42,23,3,2,5,21,41,89,0.461,12,28,0.429,23,30,0.767,9,49,21,3,5,7,18,DAL
2021-01-23,,HOU,108,133,37,83,0.446,5,25,0.2,29,40,0.725,10,36,15,7,4,10,23,47,86,0.547,16,37,0.432,23,29,0.793,13,52,28,5,5,14,28,DAL
2021-01-25,,DEN,113,117,41,84,0.488,11,32,0.344,20,24,0.833,8,34,26,11,4,11,22,40,79,0.506,15,35,0.429,22,28,0.786,14,49,25,9,4,16,20,DAL
2021-01-27,@,UTA,104,116,42,91,0.462,12,35,0.343,8,9,0.889,4,36,22,4,7,8,12,42,91,0.462,16,41,0.39,16,21,0.762,11,50,20,7,7,9,18,DAL
2021-01-29,@,UTA,101,120,37,86,0.43,9,33,0.273,18,27,0.667,8,40,20,6,4,11,27,38,87,0.437,20,48,0.417,24,26,0.923,17,56,21,8,5,15,25,DAL
2021-01-30,,PHO,105,111,44,83,0.53,9,29,0.31,8,14,0.571,5,37,22,5,4,15,26,37,81,0.457,10,22,0.455,27,31,0.871,9,42,22,9,0,13,19,DAL
2021-02-01,,PHO,108,109,37,86,0.43,10,32,0.313,24,25,0.96,7,42,16,9,7,14,17,43,92,0.467,13,35,0.371,10,12,0.833,11,45,19,7,3,16,24,DAL
2021-02-03,@,ATL,122,116,43,93,0.462,13,40,0.325,23,25,0.92,13,45,27,8,7,10,19,45,90,0.5,14,38,0.368,12,17,0.706,13,46,31,6,4,16,20,DAL
2021-02-04,,GSW,116,147,38,92,0.413,20,50,0.4,20,23,0.87,10,42,26,2,3,10,24,51,89,0.573,22,43,0.512,23,27,0.852,4,45,37,6,6,8,19,DAL
2021-02-06,,GSW,134,132,44,96,0.458,21,47,0.447,25,30,0.833,15,47,27,5,0,14,19,46,86,0.535,20,45,0.444,20,23,0.87,6,40,27,11,4,16,24,DAL
2021-02-08,,MIN,127,122,45,87,0.517,12,34,0.353,25,30,0.833,10,48,30,4,6,14,22,42,91,0.462,18,42,0.429,20,28,0.714,7,41,27,9,5,9,27,DAL
2021-02-10,,ATL,118,117,43,84,0.512,14,35,0.4,18,20,0.9,4,37,25,3,3,9,24,40,88,0.455,14,39,0.359,23,28,0.821,9,42,27,7,4,9,20,DAL
2021-02-12,,NOP,143,130,51,88,0.58,25,45,0.556,16,21,0.762,5,37,30,4,2,6,22,48,90,0.533,17,37,0.459,17,23,0.739,9,38,31,5,3,9,19,DAL
