Date,HomeAway,Opponent,Points,OppPoints,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,OppFG,OppFGA,OppFG%,Opp3P,Opp3PA,Opp3P%,OppFT,OppFTA,OppFT%,OppORB,OppTRB,OppAST,OppSTL,OppBLK,OppTOV,OppPF,Team
2021-02-05,,UTA,121,138,48,104,0.462,11,35,0.314,14,17,0.824,14,40,26,9,2,7,17,48,87,0.552,26,50,0.52,16,18,0.889,6,44,32,5,9,16,19,CHA
2021-02-07,,WAS,119,97,42,99,0.424,15,36,0.417,20,26,0.769,18,59,21,6,6,11,25,34,90,0.378,9,40,0.225,20,28,0.714,12,48,22,6,5,14,18,CHA
2021-02-08,,HOU,119,94,44,90,0.489,19,41,0.463,12,13,0.923,11,51,28,5,6,14,15,35,86,0.407,13,47,0.277,11,16,0.688,8,39,20,9,4,11,18,CHA
2021-02-10,@,MEM,114,130,45,82,0.549,14,29,0.483,10,12,0.833,8,35,23,11,4,18,14,47,94,0.5,23,49,0.469,13,18,0.722,19,46,34,10,2,16,18,CHA
2021-02-12,,MIN,120,114,44,90,0.489,13,36,0.361,19,19,1,12,55,20,4,3,20,17,45,99,0.455,16,41,0.39,8,14,0.571,9,40,28,10,4,8,18,CHA
2021-02-14,,SAS,110,122,45,95,0.474,12,34,0.353,8,11,0.727,12,49,23,6,6,16,20,48,96,0.5,10,34,0.294,16,19,0.842,10,43,31,13,4,9,13,CHA
2021-02-20,,GSW,102,100,37,75,0.493,20,40,0.5,8,9,0.889,4,44,23,7,2,24,22,37,85,0.435,13,39,0.333,13,17,0.765,9,39,23,10,3,14,12,CHA
2021-02-22,@,UTA,110,132,41,89,0.461,11,36,0.306,17,21,0.81,8,35,18,13,2,16,17,45,85,0.529,28,55,0.509,14,17,0.824,8,45,34,7,7,22,19,CHA
2021-02-24,@,PHO,124,121,43,88,0.489,13,36,0.361,25,27,0.926,9,46,24,8,5,13,21,44,87,0.506,14,38,0.368,19,27,0.704,7,41,26,9,6,14,25,CHA
2021-02-26,@,GSW,121,130,41,89,0.461,17,41,0.415,22,32,0.688,13,38,27,11,1,20,23,48,79,0.608,11,24,0.458,23,25,0.92,4,37,38,10,3,23,19,CHA
2021-02-28,@,SAC,127,126,45,83,0.542,11,30,0.367,26,27,0.963,7,37,30,3,6,16,20,50,92,0.543,16,36,0.444,10,17,0.588,9,33,32,6,2,10,19,CHA
2021-03-01,@,POR,111,123,43,88,0.489,15,34,0.441,10,17,0.588,11,37,25,12,5,16,16,46,86,0.535,24,46,0.522,7,10,0.7,8,38,26,12,7,15,15,CHA
2021-03-03,@,MIN,135,102,51,98,0.52,17,39,0.436,16,21,0.762,13,54,33,14,7,17,18,39,96,0.406,9,40,0.225,15,18,0.833,12,45,25,11,2,19,18,CHA
2021-03-11,,DET,105,102,36,90,0.4,10,30,0.333,23,24,0.958,12,45,26,9,3,9,14,38,85,0.447,15,46,0.326,11,14,0.786,11,50,27,6,5,14,21,CHA
2021-03-13,,TOR,114,104,39,81,0.481,21,49,0.429,15,19,0.789,8,51,30,10,6,27,22,37,96,0.385,15,46,0.326,15,18,0.833,13,47,25,10,6,16,16,CHA
2021-03-15,,SAC,122,116,45,94,0.479,12,30,0.4,20,25,0.8,10,46,30,7,3,8,15,48,86,0.558,9,31,0.29,11,17,0.647,4,44,28,7,6,10,19,CHA
2021-03-17,@,DEN,104,129,36,80,0.45,12,38,0.316,20,28,0.714,7,33,25,11,1,17,16,52,90,0.578,16,44,0.364,9,13,0.692,8,48,37,12,3,15,22,CHA
2021-03-18,@,LAL,105,116,41,83,0.494,11,29,0.379,12,20,0.6,8,44,26,7,8,19,19,44,92,0.478,13,39,0.333,15,20,0.75,11,48,23,7,6,11,19,CHA
2021-03-20,@,LAC,98,125,31,80,0.388,15,41,0.366,21,28,0.75,13,39,25,5,4,14,20,45,86,0.523,12,34,0.353,23,23,1,9,42,26,9,1,9,25,CHA
2021-03-22,@,SAS,100,97,34,81,0.42,12,32,0.375,20,23,0.87,7,40,27,5,7,11,14,36,78,0.462,11,32,0.344,14,17,0.824,5,38,17,5,9,14,22,CHA
2021-03-24,@,HOU,122,97,41,80,0.513,18,38,0.474,22,29,0.759,10,50,27,4,3,13,20,33,86,0.384,16,49,0.327,15,22,0.682,10,39,24,6,2,6,19,CHA
2021-03-26,,MIA,110,105,39,79,0.494,18,43,0.419,14,19,0.737,6,42,30,6,7,16,16,40,87,0.46,15,43,0.349,10,20,0.5,9,39,28,9,3,10,17,CHA
2021-03-28,,PHO,97,101,34,85,0.4,13,43,0.302,16,23,0.696,16,52,16,8,3,20,23,34,96,0.354,8,40,0.2,25,29,0.862,21,50,17,15,2,14,17,CHA
2021-03-30,@,WAS,114,104,42,90,0.467,14,34,0.412,16,19,0.842,9,50,24,6,6,14,17,41,100,0.41,10,37,0.27,12,15,0.8,15,51,22,5,1,13,19,CHA
2020-12-23,@,ORL,107,113,42,83,0.506,7,20,0.35,16,19,0.842,7,43,25,11,2,22,21,42,88,0.477,10,28,0.357,19,30,0.633,11,41,23,15,3,17,19,MIA
2020-12-25,,NOP,111,98,38,75,0.507,16,37,0.432,19,23,0.826,4,35,29,11,2,17,25,31,78,0.397,10,35,0.286,26,33,0.788,11,41,18,8,2,19,20,MIA
2020-12-29,,MIL,97,144,37,79,0.468,11,37,0.297,12,18,0.667,3,30,23,9,6,21,18,51,92,0.554,29,51,0.569,13,15,0.867,10,45,32,14,2,17,22,MIA
2020-12-30,,MIL,119,108,40,82,0.488,15,39,0.385,24,29,0.828,10,52,25,5,5,22,18,40,102,0.392,16,41,0.39,12,13,0.923,16,47,26,14,6,13,25,MIA
2021-01-01,@,DAL,83,93,29,78,0.372,7,33,0.212,18,25,0.72,5,41,20,10,2,14,24,32,78,0.41,12,37,0.324,17,23,0.739,4,49,18,9,3,16,25,MIA
2021-01-04,,OKC,118,90,46,81,0.568,16,34,0.471,10,18,0.556,4,47,34,7,0,14,20,29,79,0.367,13,48,0.271,19,27,0.704,6,38,20,6,4,15,15,MIA
2021-01-06,,BOS,105,107,35,81,0.432,13,36,0.361,22,26,0.846,6,42,26,2,7,8,15,42,99,0.424,12,35,0.343,11,12,0.917,16,53,22,7,5,7,23,MIA
2021-01-09,@,WAS,128,124,46,93,0.495,16,43,0.372,20,26,0.769,10,61,32,3,5,16,24,44,99,0.444,15,40,0.375,21,28,0.75,7,39,25,9,2,6,24,MIA
2021-01-12,@,PHI,134,137,48,104,0.462,19,56,0.339,19,24,0.792,14,46,27,6,4,18,21,50,102,0.49,19,55,0.345,18,25,0.72,16,52,32,10,6,17,21,MIA
2021-01-14,@,PHI,108,125,40,81,0.494,12,34,0.353,16,26,0.615,9,41,28,4,1,20,19,44,82,0.537,17,37,0.459,20,24,0.833,5,35,27,15,3,18,22,MIA
2021-01-16,,DET,100,120,32,67,0.478,12,29,0.414,24,27,0.889,5,31,25,1,5,22,21,46,91,0.505,18,46,0.391,10,15,0.667,10,39,34,9,8,11,28,MIA
2021-01-18,,DET,113,107,43,75,0.573,12,30,0.4,15,19,0.789,5,36,23,8,6,18,27,38,82,0.463,13,37,0.351,18,24,0.75,10,32,24,8,3,16,23,MIA
2021-01-20,@,TOR,111,102,39,80,0.488,18,40,0.45,15,17,0.882,8,46,29,4,5,18,19,35,88,0.398,16,49,0.327,16,18,0.889,12,41,27,8,3,12,21,MIA
2021-01-22,@,TOR,81,101,33,77,0.429,7,31,0.226,8,10,0.8,4,32,19,13,4,19,14,39,84,0.464,17,40,0.425,6,9,0.667,12,45,22,11,3,21,16,MIA
2021-01-23,@,BRK,124,128,42,89,0.472,13,46,0.283,27,32,0.844,2,31,29,7,1,8,23,44,83,0.53,19,37,0.514,21,26,0.808,9,47,34,0,6,16,26,MIA
2021-01-25,@,BRK,85,98,31,84,0.369,11,43,0.256,12,17,0.706,8,45,20,3,7,12,21,34,85,0.4,11,38,0.289,19,22,0.864,6,49,24,6,5,7,18,MIA
2021-01-27,,DEN,82,109,30,80,0.375,13,45,0.289,9,11,0.818,6,38,24,6,3,16,13,42,92,0.457,14,43,0.326,11,11,1,12,49,29,14,4,13,12,MIA
2021-01-28,,LAC,105,109,40,90,0.444,13,33,0.394,12,15,0.8,8,45,24,5,1,13,18,36,87,0.414,17,42,0.405,20,22,0.909,13,55,22,11,4,12,20,MIA
2021-01-30,,SAC,105,104,36,77,0.468,11,32,0.344,22,26,0.846,9,39,25,5,4,15,14,41,85,0.482,17,45,0.378,5,11,0.455,12,41,22,12,3,17,21,MIA
2021-02-01,,CHO,121,129,43,91,0.473,19,46,0.413,16,25,0.64,10,48,28,8,7,15,26,43,95,0.453,21,41,0.512,22,26,0.846,13,44,31,6,4,11,22,MIA
2021-02-03,,WAS,100,103,36,83,0.434,12,35,0.343,16,22,0.727,9,44,24,11,2,13,21,35,84,0.417,15,37,0.405,18,25,0.72,14,49,20,6,5,17,17,MIA
2021-02-05,,WAS,122,95,43,86,0.5,16,36,0.444,20,23,0.87,9,48,27,9,7,16,20,33,89,0.371,8,33,0.242,21,24,0.875,12,40,19,7,9,17,20,MIA
2021-02-07,@,NYK,109,103,40,83,0.482,13,35,0.371,16,20,0.8,6,44,25,6,1,11,15,38,85,0.447,16,42,0.381,11,15,0.733,10,44,23,8,2,12,20,MIA
2021-02-09,,NYK,98,96,26,70,0.371,14,33,0.424,32,39,0.821,6,38,21,5,6,10,14,37,87,0.425,10,28,0.357,12,16,0.75,11,46,22,8,5,14,25,MIA
2021-02-11,@,HOU,101,94,34,79,0.43,15,42,0.357,18,20,0.9,8,49,24,6,3,20,21,32,83,0.386,15,50,0.3,15,20,0.75,8,42,24,7,1,13,20,MIA
2021-02-13,@,UTA,94,112,35,86,0.407,12,36,0.333,12,17,0.706,8,43,24,11,3,17,21,39,85,0.459,12,46,0.261,22,29,0.759,10,48,26,11,7,15,21,MIA
2021-02-15,@,LAC,118,125,46,91,0.505,8,36,0.222,18,22,0.818,9,39,27,7,6,8,21,47,85,0.553,15,32,0.469,16,20,0.8,7,39,31,5,0,12,22,MIA
2021-02-17,@,GSW,112,120,44,97,0.454,13,36,0.361,11,12,0.917,7,49,28,8,5,15,22,43,95,0.453,18,52,0.346,16,21,0.762,9,46,32,10,1,16,19,MIA
2021-02-18,@,SAC,118,110,49,95,0.516,12,34,0.353,8,10,0.8,8,45,36,8,2,14,15,43,93,0.462,15,41,0.366,9,16,0.563,13,44,29,7,3,15,18,MIA
2021-02-20,@,LAL,96,94,36,85,0.424,8,28,0.286,16,23,0.696,10,49,24,8,3,14,20,33,84,0.393,13,45,0.289,15,17,0.882,6,43,25,5,6,14,17,MIA
2021-02-22,@,OKC,108,94,36,81,0.444,15,40,0.375,21,25,0.84,10,45,30,7,6,13,20,32,74,0.432,14,39,0.359,16,19,0.842,5,38,20,6,1,17,24,MIA
2021-02-24,,TOR,116,108,37,80,0.463,17,38,0.447,25,29,0.862,11,42,31,6,4,11,21,37,74,0.5,20,44,0.455,14,17,0.824,3,32,30,5,3,14,25,MIA
2021-02-26,,UTA,124,116,44,86,0.512,14,31,0.452,22,25,0.88,11,50,24,5,1,15,21,40,94,0.426,15,46,0.326,21,23,0.913,9,36,24,9,3,9,21,MIA
2021-02-28,,ATL,109,99,39,86,0.453,11,37,0.297,20,22,0.909,12,45,27,8,6,14,20,36,87,0.414,8,35,0.229,19,22,0.864,16,49,22,12,6,16,20,MIA
2021-03-02,,ATL,80,94,28,75,0.373,9,33,0.273,15,22,0.682,5,26,15,16,4,7,13,34,71,0.479,13,36,0.361,13,15,0.867,11,47,26,5,2,23,18,MIA
2021-03-04,@,NOP,103,93,36,73,0.493,10,30,0.333,21,25,0.84,5,41,27,6,3,10,20,33,84,0.393,11,43,0.256,16,20,0.8,15,44,28,5,3,12,21,MIA
2021-03-11,,ORL,111,103,41,91,0.451,16,49,0.327,13,22,0.591,9,44,27,8,4,10,16,39,96,0.406,12,34,0.353,13,15,0.867,16,57,22,6,4,14,19,MIA
2021-03-12,@,CHI,101,90,37,80,0.463,12,35,0.343,15,20,0.75,1,41,26,11,6,9,13,34,92,0.37,15,38,0.395,7,7,1,12,50,25,5,3,16,16,MIA
2021-03-14,@,ORL,102,97,37,89,0.416,14,50,0.28,14,15,0.933,10,43,28,15,6,11,17,33,75,0.44,16,40,0.4,15,21,0.714,8,45,25,4,1,23,18,MIA
2021-03-16,,CLE,113,98,42,85,0.494,10,27,0.37,19,21,0.905,16,48,30,11,5,13,18,39,86,0.453,10,35,0.286,10,14,0.714,15,42,23,7,6,14,19,MIA
2021-03-17,@,MEM,85,89,32,89,0.36,8,34,0.235,13,18,0.722,8,51,17,4,2,10,21,30,85,0.353,10,42,0.238,19,25,0.76,8,50,22,5,4,9,17,MIA
2021-03-19,,IND,110,137,41,92,0.446,9,34,0.265,19,20,0.95,10,36,22,10,4,11,17,52,89,0.584,20,36,0.556,13,19,0.684,9,47,38,7,9,16,17,MIA
2021-03-21,,IND,106,109,39,97,0.402,9,37,0.243,19,23,0.826,13,51,27,7,7,14,19,38,98,0.388,15,45,0.333,18,20,0.9,13,50,27,8,10,14,22,MIA
2021-03-23,,PHO,100,110,36,86,0.419,13,36,0.361,15,17,0.882,17,50,23,3,4,13,13,45,91,0.495,12,37,0.324,8,9,0.889,8,39,29,5,6,6,18,MIA
2021-03-25,,POR,122,125,47,84,0.56,16,34,0.471,12,13,0.923,5,39,34,3,7,11,18,44,92,0.478,20,46,0.435,17,19,0.895,10,40,24,3,7,10,14,MIA
2021-03-26,@,CHO,105,110,40,87,0.46,15,43,0.349,10,20,0.5,9,39,28,9,3,10,17,39,79,0.494,18,43,0.419,14,19,0.737,6,42,30,6,7,16,16,MIA
2021-03-29,@,NYK,98,88,37,86,0.43,10,34,0.294,14,17,0.824,12,47,22,7,5,12,18,33,80,0.413,10,36,0.278,12,20,0.6,6,41,15,4,6,13,19,MIA
2021-03-31,@,IND,92,87,32,78,0.41,10,32,0.313,18,28,0.643,8,42,22,5,4,11,14,34,85,0.4,11,37,0.297,8,12,0.667,11,48,23,7,4,13,23,MIA
2020-12-23,@,CHI,124,104,43,80,0.538,14,35,0.4,24,29,0.828,8,46,24,6,3,21,29,36,87,0.414,8,35,0.229,24,28,0.857,8,37,20,10,3,15,22,ATL
2020-12-26,@,MEM,122,112,38,89,0.427,13,36,0.361,33,38,0.868,13,54,23,4,5,15,20,37,93,0.398,13,43,0.302,25,29,0.862,9,46,20,5,6,10,27,ATL
2020-12-28,,DET,128,120,40,82,0.488,20,42,0.476,28,32,0.875,8,45,30,5,7,13,22,43,98,0.439,13,41,0.317,21,24,0.875,17,48,24,7,4,8,25,ATL
2020-12-30,@,BRK,141,145,47,99,0.475,18,46,0.391,29,35,0.829,17,54,27,5,2,12,19,54,100,0.54,19,41,0.463,18,23,0.783,9,40,30,6,3,8,24,ATL
2021-01-01,@,BRK,114,96,43,93,0.462,16,39,0.41,12,14,0.857,10,48,24,8,3,9,20,35,86,0.407,7,37,0.189,19,23,0.826,10,45,19,6,6,15,16,ATL
2021-01-02,,CLE,91,96,35,85,0.412,11,32,0.344,10,19,0.526,15,48,22,9,5,20,20,38,91,0.418,7,29,0.241,13,17,0.765,15,46,19,10,2,15,21,ATL
2021-01-04,,NYK,108,113,40,87,0.46,10,31,0.323,18,23,0.783,10,40,24,4,2,12,21,43,85,0.506,7,21,0.333,20,25,0.8,11,45,26,9,6,15,21,ATL
2021-01-06,,CHO,94,102,36,96,0.375,7,40,0.175,15,18,0.833,12,57,25,6,1,13,25,32,85,0.376,11,36,0.306,27,33,0.818,8,49,22,11,7,9,14,ATL
2021-01-09,@,CHO,105,113,34,89,0.382,14,45,0.311,23,28,0.821,17,47,25,10,4,14,22,40,77,0.519,15,33,0.455,18,24,0.75,6,41,27,11,7,15,19,ATL
2021-01-11,,PHI,112,94,37,99,0.374,17,44,0.386,21,27,0.778,14,58,20,7,3,8,13,37,92,0.402,8,36,0.222,12,13,0.923,9,50,20,2,12,9,17,ATL
2021-01-15,@,UTA,92,116,38,92,0.413,5,28,0.179,11,15,0.733,8,41,21,6,1,15,16,43,92,0.467,20,44,0.455,10,14,0.714,12,53,27,7,6,19,18,ATL
2021-01-16,@,POR,106,112,38,87,0.437,6,30,0.2,24,28,0.857,7,48,24,4,6,13,22,40,103,0.388,15,44,0.341,17,20,0.85,17,55,18,6,8,7,20,ATL
2021-01-18,,MIN,108,97,37,79,0.468,11,28,0.393,23,25,0.92,7,48,32,15,8,24,17,36,91,0.396,14,37,0.378,11,16,0.688,9,39,22,16,6,18,21,ATL
2021-01-20,,DET,123,115,44,100,0.44,9,23,0.391,26,38,0.684,23,63,21,6,10,13,15,44,97,0.454,10,31,0.323,17,19,0.895,7,42,22,9,3,13,28,ATL
2021-01-22,@,MIN,116,98,38,83,0.458,15,35,0.429,25,30,0.833,13,55,21,9,12,16,16,40,93,0.43,8,32,0.25,10,12,0.833,10,40,30,14,8,13,21,ATL
2021-01-24,@,MIL,115,129,42,83,0.506,14,39,0.359,17,22,0.773,5,27,27,8,4,9,23,50,91,0.549,10,31,0.323,19,27,0.704,16,52,32,4,2,16,16,ATL
2021-01-26,,LAC,108,99,37,80,0.463,10,26,0.385,24,25,0.96,9,46,20,7,9,14,17,36,89,0.404,8,26,0.308,19,22,0.864,13,46,23,11,4,12,19,ATL
2021-01-27,,BRK,128,132,45,94,0.479,13,33,0.394,25,28,0.893,12,37,29,3,7,9,18,52,98,0.531,11,32,0.344,17,20,0.85,11,36,29,7,10,9,25,ATL
2021-01-29,@,WAS,116,100,39,87,0.448,12,37,0.324,26,34,0.765,12,47,16,5,4,13,30,31,85,0.365,7,28,0.25,31,38,0.816,13,47,13,6,4,12,27,ATL
2021-02-01,,LAL,99,107,37,78,0.474,11,29,0.379,14,17,0.824,6,36,27,8,3,17,21,40,77,0.519,7,23,0.304,20,24,0.833,4,31,24,10,7,11,20,ATL
2021-02-03,,DAL,116,122,45,90,0.5,14,38,0.368,12,17,0.706,13,46,31,6,4,16,20,43,93,0.462,13,40,0.325,23,25,0.92,13,45,27,8,7,10,19,ATL
2021-02-04,,UTA,91,112,32,98,0.327,9,31,0.29,18,19,0.947,18,49,19,8,1,11,15,44,91,0.484,13,27,0.481,11,13,0.846,12,52,19,7,4,14,20,ATL
2021-02-06,,TOR,132,121,42,74,0.568,19,36,0.528,29,33,0.879,4,43,31,1,10,18,25,41,97,0.423,13,38,0.342,26,34,0.765,14,38,24,9,5,6,27,ATL
2021-02-10,@,DAL,117,118,40,88,0.455,14,39,0.359,23,28,0.821,9,42,27,7,4,9,20,43,84,0.512,14,35,0.4,18,20,0.9,4,37,25,3,3,9,24,ATL
2021-02-12,,SAS,114,125,39,90,0.433,11,32,0.344,25,33,0.758,10,41,22,10,4,12,17,45,85,0.529,12,31,0.387,23,28,0.821,8,46,27,6,6,13,25,ATL
2021-02-13,,IND,113,125,43,90,0.478,9,31,0.29,18,23,0.783,7,38,35,5,4,11,24,45,89,0.506,12,31,0.387,23,27,0.852,7,43,34,8,6,9,21,ATL
2021-02-15,@,NYK,112,123,36,85,0.424,11,33,0.333,29,32,0.906,11,42,17,5,6,11,19,42,83,0.506,17,34,0.5,22,27,0.815,10,42,22,5,6,8,22,ATL
2021-02-17,@,BOS,122,114,44,77,0.571,8,24,0.333,26,31,0.839,8,37,19,8,2,14,18,40,86,0.465,10,31,0.323,24,27,0.889,11,37,22,9,3,16,27,ATL
2021-02-19,@,BOS,109,121,38,90,0.422,10,30,0.333,23,25,0.92,13,41,21,14,6,13,14,50,90,0.556,14,35,0.4,7,10,0.7,9,44,26,8,12,18,21,ATL
2021-02-21,,DEN,123,115,42,81,0.519,12,34,0.353,27,33,0.818,10,44,29,6,4,11,20,43,84,0.512,16,36,0.444,13,16,0.813,3,33,25,8,3,13,24,ATL
2021-02-23,@,CLE,111,112,40,89,0.449,14,31,0.452,17,23,0.739,13,41,22,10,4,11,19,41,78,0.526,15,28,0.536,15,19,0.789,7,36,28,7,10,15,19,ATL
2021-02-24,,BOS,127,112,45,85,0.529,23,42,0.548,14,17,0.824,12,45,27,4,5,17,23,42,95,0.442,8,31,0.258,20,23,0.87,12,36,20,10,6,6,16,ATL
2021-02-26,@,OKC,109,118,43,97,0.443,12,40,0.3,11,17,0.647,19,54,21,6,5,10,13,46,88,0.523,16,42,0.381,10,16,0.625,5,39,31,6,2,10,17,ATL
2021-02-28,@,MIA,99,109,36,87,0.414,8,35,0.229,19,22,0.864,16,49,22,12,6,16,20,39,86,0.453,11,37,0.297,20,22,0.909,12,45,27,8,6,14,20,ATL
2021-03-02,@,MIA,94,80,34,71,0.479,13,36,0.361,13,15,0.867,11,47,26,5,2,23,18,28,75,0.373,9,33,0.273,15,22,0.682,5,26,15,16,4,7,13,ATL
2021-03-03,@,ORL,115,112,38,85,0.447,21,45,0.467,18,19,0.947,6,42,26,7,5,12,25,36,84,0.429,13,35,0.371,27,27,1,10,46,24,6,5,10,15,ATL
2021-03-11,@,TOR,121,120,39,90,0.433,15,42,0.357,28,35,0.8,12,53,20,8,13,14,26,42,96,0.438,17,37,0.459,19,23,0.826,13,50,23,8,4,14,25,ATL
2021-03-13,,SAC,121,106,43,84,0.512,12,33,0.364,23,33,0.697,13,45,21,6,2,8,17,43,98,0.439,7,36,0.194,13,16,0.813,22,47,27,5,1,12,26,ATL
2021-03-14,,CLE,100,82,32,71,0.451,12,29,0.414,24,26,0.923,12,49,21,4,6,15,21,31,81,0.383,8,30,0.267,12,23,0.522,14,34,19,4,5,13,18,ATL
2021-03-16,@,HOU,119,107,44,86,0.512,17,37,0.459,14,16,0.875,9,38,32,8,6,12,18,42,88,0.477,13,34,0.382,10,13,0.769,10,37,27,6,6,13,19,ATL
2021-03-18,,OKC,116,93,47,87,0.54,11,33,0.333,11,13,0.846,6,50,26,6,7,14,16,34,93,0.366,13,34,0.382,12,16,0.75,11,38,18,5,3,9,13,ATL
2021-03-20,@,LAL,99,94,39,98,0.398,13,37,0.351,8,9,0.889,16,49,26,13,7,8,21,34,81,0.42,8,26,0.308,18,24,0.75,13,52,18,6,3,16,16,ATL
2021-03-22,@,LAC,110,119,43,95,0.453,12,34,0.353,12,16,0.75,15,48,21,3,3,7,18,42,85,0.494,17,38,0.447,18,20,0.9,8,44,26,4,7,8,16,ATL
2021-03-24,@,SAC,108,110,41,85,0.482,7,25,0.28,19,23,0.826,11,42,17,5,3,13,20,40,84,0.476,10,30,0.333,20,22,0.909,12,42,21,5,6,16,16,ATL
2021-03-26,@,GSW,124,108,46,84,0.548,13,33,0.394,19,24,0.792,8,45,31,6,5,10,23,39,79,0.494,12,28,0.429,18,26,0.692,5,33,29,7,4,12,22,ATL
2021-03-28,@,DEN,102,126,36,76,0.474,12,34,0.353,18,21,0.857,2,31,18,7,3,11,16,50,92,0.543,15,36,0.417,11,16,0.688,15,49,32,7,3,10,15,ATL
2021-03-30,@,PHO,110,117,41,85,0.482,13,32,0.406,15,21,0.714,6,36,30,9,1,7,17,45,88,0.511,12,32,0.375,15,18,0.833,11,49,27,6,1,13,14,ATL
2020-12-23,@,PHI,107,113,39,85,0.459,13,27,0.481,16,23,0.696,5,40,28,7,4,19,26,41,87,0.471,8,28,0.286,23,30,0.767,10,47,22,11,8,16,25,WAS
2020-12-26,,ORL,120,130,46,95,0.484,13,37,0.351,15,28,0.536,7,43,28,5,3,14,25,48,95,0.505,11,31,0.355,23,29,0.793,11,54,25,8,0,13,21,WAS
2020-12-27,,ORL,113,120,47,97,0.485,8,32,0.25,11,13,0.846,13,47,27,6,4,13,26,37,85,0.435,9,25,0.36,37,38,0.974,11,45,19,6,3,10,14,WAS
2020-12-29,,CHI,107,115,37,84,0.44,10,37,0.27,23,26,0.885,8,47,25,6,6,19,28,38,87,0.437,15,36,0.417,24,32,0.75,5,37,26,7,1,14,23,WAS
2020-12-31,,CHI,130,133,42,84,0.5,14,29,0.483,32,41,0.78,9,37,27,8,4,14,27,50,92,0.543,14,36,0.389,19,25,0.76,9,44,34,9,3,15,27,WAS
2021-01-01,@,MIN,130,109,49,89,0.551,16,33,0.485,16,21,0.762,8,43,35,9,3,16,19,42,88,0.477,13,36,0.361,12,21,0.571,11,43,17,9,3,20,22,WAS
2021-01-03,@,BRK,123,122,43,104,0.413,12,33,0.364,25,34,0.735,13,49,27,9,3,7,22,40,81,0.494,14,32,0.438,28,31,0.903,7,51,25,5,9,20,24,WAS
2021-01-06,@,PHI,136,141,47,94,0.5,16,37,0.432,26,35,0.743,9,35,27,9,2,13,27,50,81,0.617,18,29,0.621,23,33,0.697,1,35,33,9,6,16,21,WAS
2021-01-08,@,BOS,107,116,41,88,0.466,11,29,0.379,14,16,0.875,7,38,22,9,4,17,24,41,86,0.477,12,32,0.375,22,30,0.733,11,49,21,11,4,21,22,WAS
2021-01-09,,MIA,124,128,44,99,0.444,15,40,0.375,21,28,0.75,7,39,25,9,2,6,24,46,93,0.495,16,43,0.372,20,26,0.769,10,61,32,3,5,16,24,WAS
2021-01-11,,PHO,128,107,48,92,0.522,15,34,0.441,17,28,0.607,14,53,29,3,3,7,23,39,87,0.448,4,27,0.148,25,30,0.833,8,42,21,3,6,6,22,WAS
2021-01-24,@,SAS,101,121,39,92,0.424,14,42,0.333,9,14,0.643,12,50,23,5,5,14,14,48,96,0.5,15,31,0.484,10,11,0.909,5,44,27,11,5,8,14,WAS
2021-01-26,@,HOU,88,107,33,85,0.388,5,26,0.192,17,23,0.739,12,50,19,7,3,20,22,37,88,0.42,12,37,0.324,21,29,0.724,8,44,16,13,4,13,17,WAS
2021-01-27,@,NOP,106,124,37,92,0.402,13,38,0.342,19,21,0.905,11,39,29,11,2,11,20,46,89,0.517,17,43,0.395,15,24,0.625,12,50,27,7,4,14,17,WAS
2021-01-29,,ATL,100,116,31,85,0.365,7,28,0.25,31,38,0.816,13,47,13,6,4,12,27,39,87,0.448,12,37,0.324,26,34,0.765,12,47,16,5,4,13,30,WAS
2021-01-31,,BRK,149,146,56,108,0.519,12,39,0.308,25,32,0.781,11,39,24,10,2,7,22,50,88,0.568,19,36,0.528,27,33,0.818,7,45,33,6,5,17,24,WAS
2021-02-02,,POR,121,132,46,83,0.554,16,40,0.4,13,17,0.765,6,39,32,2,5,13,21,44,95,0.463,21,46,0.457,23,23,1,14,44,19,6,1,9,19,WAS
2021-02-03,@,MIA,103,100,35,84,0.417,15,37,0.405,18,25,0.72,14,49,20,6,5,17,17,36,83,0.434,12,35,0.343,16,22,0.727,9,44,24,11,2,13,21,WAS
2021-02-05,@,MIA,95,122,33,89,0.371,8,33,0.242,21,24,0.875,12,40,19,7,9,17,20,43,86,0.5,16,36,0.444,20,23,0.87,9,48,27,9,7,16,20,WAS
2021-02-07,@,CHO,97,119,34,90,0.378,9,40,0.225,20,28,0.714,12,48,22,6,5,14,18,42,99,0.424,15,36,0.417,20,26,0.769,18,59,21,6,6,11,25,WAS
2021-02-08,@,CHI,105,101,36,86,0.419,6,26,0.231,27,36,0.75,10,47,23,8,4,13,21,36,85,0.424,9,30,0.3,20,24,0.833,10,50,23,6,3,16,26,WAS
2021-02-10,,TOR,115,137,42,93,0.452,12,41,0.293,19,23,0.826,12,46,26,7,3,14,20,49,93,0.527,19,32,0.594,20,23,0.87,9,46,28,5,5,12,17,WAS
2021-02-12,,NYK,91,109,34,89,0.382,9,34,0.265,14,20,0.7,9,46,20,5,5,14,18,44,98,0.449,6,24,0.25,15,22,0.682,15,65,22,11,4,11,22,WAS
2021-02-14,,BOS,104,91,33,83,0.398,7,30,0.233,31,36,0.861,9,54,24,9,3,16,25,32,90,0.356,9,35,0.257,18,30,0.6,14,50,14,5,2,17,27,WAS
